65131038 0 2 0 1
72073637 0 2 0 1
65131617 0 8 1 1
72074216 0 8 1 1
65131061 0 9 0 1
65131578 0 9 0 1
72073660 0 9 0 1
72074177 0 9 0 1
65131122 0 12 1 1
72073721 0 12 1 1
65131185 0 13 1 1
72073784 0 13 1 1
65131236 0 14 0 1
72073835 0 14 0 1
65131258 0 29 0 1
72073857 0 29 0 1
65131610 0 39 0 1
72074209 0 39 0 1
65131164 0 44 0 1
72073763 0 44 0 1
65131211 0 59 0 1
72073810 0 59 0 1
68042510 5 26 1 0
68043014 5 31 1 0
68041368 5 35 1 0
68041505 5 36 1 0
68041480 5 38 1 0
68041369 5 41 1 0
68041789 5 41 1 0
68042962 5 46 1 0
68041370 5 47 1 0
68041481 5 50 1 0
68041506 5 51 1 0
68041371 5 53 1 0
68041791 5 56 1 0
65131134 5 58 1 1
72073733 5 58 1 1
68041372 5 59 1 0
68043012 6 1 1 0
68041482 6 2 1 0
65132582 6 2 1 1
72075181 6 2 1 1
68041373 6 5 1 0
68041313 6 6 1 0
65131619 6 8 1 1
72074218 6 8 1 1
68042293 6 10 0 0
65131741 6 10 1 1
72074340 6 10 1 1
68041374 6 11 1 0
68041793 6 11 1 0
65131259 6 13 1 1
72073858 6 13 1 1
68041287 6 14 1 0
68042958 6 16 1 0
68041375 6 17 1 0
68042954 6 20 0 0
68041314 6 21 1 0
68041665 6 21 0 0
68041303 6 23 0 0
68041376 6 23 1 0
68042294 6 25 0 0
68041288 6 26 1 0
68041795 6 26 1 0
68041759 6 27 0 0
68041507 6 28 0 0
65131194 6 28 1 1
72073793 6 28 1 1
68041377 6 29 1 0
68043013 6 31 1 0
68043038 6 32 0 0
68041689 6 33 0 0
68041304 6 35 0 0
68041378 6 35 1 0
68041315 6 36 1 0
68041289 6 38 1 0
65131001 6 38 1 1
65131575 6 38 1 1
72073600 6 38 1 1
72074174 6 38 1 1
68041690 6 39 0 0
68042295 6 40 0 0
65132105 6 40 1 1
72074704 6 40 1 1
68041379 6 41 1 0
68041797 6 41 1 0
65131638 6 41 0 1
72074237 6 41 0 1
65131934 6 42 0 1
72074533 6 42 0 1
68041508 6 43 0 0
65131244 6 43 1 1
72073843 6 43 1 1
68041691 6 45 0 0
68042963 6 46 1 0
65131099 6 46 1 1
72073698 6 46 1 1
68041305 6 47 0 0
68041380 6 47 1 0
65131170 6 48 0 1
72073769 6 48 0 1
68041290 6 50 1 0
68042955 6 50 0 0
68041316 6 51 1 0
68041692 6 51 0 0
68041381 6 53 1 0
68042296 6 55 0 0
68041799 6 56 1 0
68041693 6 57 0 0
68041509 6 58 0 0
65131237 6 58 1 1
72073836 6 58 1 1
65128331 6 58 1 2
72078135 6 58 1 2
68041306 6 59 0 0
68041382 6 59 1 0
68043015 7 1 1 0
68041291 7 2 1 0
68043044 7 2 0 0
68041694 7 3 0 0
65131173 7 3 0 1
72073772 7 3 0 1
65130998 7 4 1 1
65131026 7 4 0 1
72073597 7 4 1 1
72073625 7 4 0 1
68041383 7 5 1 0
68041317 7 6 1 0
68050825 7 8 1 0
65131620 7 8 1 1
72074219 7 8 1 1
65128332 7 8 1 2
72078136 7 8 1 2
68041695 7 9 0 0
65128288 7 9 1 2
72078092 7 9 1 2
68042297 7 10 0 0
65131930 7 10 1 1
72074529 7 10 1 1
68041307 7 11 0 0
68041384 7 11 1 0
68041801 7 11 1 0
65131615 7 11 0 1
72074214 7 11 0 1
68041510 7 13 0 0
65131166 7 13 1 1
72073765 7 13 1 1
65128333 7 13 1 2
72078137 7 13 1 2
68041292 7 14 1 0
68041696 7 15 0 0
68042957 7 16 1 0
65131069 7 16 1 1
72073668 7 16 1 1
68041385 7 17 1 0
65131213 7 18 0 1
72073812 7 18 0 1
68042956 7 20 0 0
68041697 7 21 0 0
68041318 7 22 1 0
68041308 7 23 0 0
68041386 7 24 1 0
65128547 7 24 1 2
72078351 7 24 1 2
68042298 7 25 0 0
65131718 7 25 0 1
72074317 7 25 0 1
68041803 7 26 1 0
68041293 7 27 1 0
68041698 7 27 0 0
68041511 7 28 0 0
65131154 7 28 1 1
72073753 7 28 1 1
65128334 7 28 1 2
72078138 7 28 1 2
68041387 7 30 1 0
68043018 7 31 1 0
68043045 7 33 0 0
65131263 7 33 0 1
72073862 7 33 0 1
68041699 7 34 0 0
65131010 7 34 1 1
65131048 7 34 0 1
72073609 7 34 1 1
72073647 7 34 0 1
68041388 7 36 1 0
68041319 7 37 1 0
68041309 7 38 0 0
65131600 7 38 1 1
72074199 7 38 1 1
65128335 7 38 1 2
72078139 7 38 1 2
68041483 7 39 1 0
68042299 7 40 0 0
65131073 7 40 0 1
65131889 7 40 1 1
72073672 7 40 0 1
72074488 7 40 1 1
65128289 7 40 1 2
72078093 7 40 1 2
68041805 7 41 1 0
65131583 7 41 0 1
72074182 7 41 0 1
65129125 7 41 0 2
72078929 7 41 0 2
68041389 7 42 1 0
68041700 7 42 0 0
65131676 7 42 0 1
72074275 7 42 0 1
65128518 7 42 0 2
72078322 7 42 0 2
65131222 7 43 1 1
72073821 7 43 1 1
65128336 7 43 1 2
72078140 7 43 1 2
68042964 7 46 1 0
65131086 7 46 1 1
72073685 7 46 1 1
65128939 7 46 1 2
72078743 7 46 1 2
68041390 7 48 1 0
65131137 7 48 0 1
72073736 7 48 0 1
65129060 7 48 0 2
72078864 7 48 0 2
68041512 7 49 0 0
68041701 7 50 0 0
68041484 7 51 1 0
68041320 7 52 1 0
68042944 7 52 0 0
68041310 7 53 0 0
68041391 7 54 1 0
65128616 7 55 0 2
72078420 7 55 0 2
68041702 7 56 0 0
68041807 7 56 1 0
65131203 7 58 1 1
72073802 7 58 1 1
65128337 7 58 1 2
72078141 7 58 1 2
68042300 7 59 0 0
68041392 8 0 1 0
68043004 8 1 1 0
65128549 8 1 1 2
72078353 8 1 1 2
68041703 8 2 0 0
68041477 8 3 1 0
65131252 8 3 0 1
72073851 8 3 0 1
65129061 8 3 0 2
72078865 8 3 0 2
68041513 8 4 0 0
65131015 8 4 1 1
72073614 8 4 1 1
68041485 8 5 0 0
68041393 8 6 1 0
65130994 8 6 0 1
72073593 8 6 0 1
65128583 8 6 0 2
72078387 8 6 0 2
68041321 8 7 1 0
68041704 8 8 0 0
65131573 8 8 1 1
72074172 8 8 1 1
65128338 8 8 1 2
72078142 8 8 1 2
65131103 8 10 0 1
65132463 8 10 1 1
72073702 8 10 0 1
72075062 8 10 1 1
65128261 8 10 0 2
72078065 8 10 0 2
68041809 8 11 1 0
68043039 8 11 0 0
65131632 8 11 0 1
72074231 8 11 0 1
65129126 8 11 0 2
72078930 8 11 0 2
68041394 8 12 1 0
65131130 8 13 1 1
72073729 8 13 1 1
65128339 8 13 1 2
72078143 8 13 1 2
68041705 8 14 0 0
68041706 8 14 0 0
68042301 8 14 0 0
68041478 8 15 1 0
68042965 8 16 1 0
65131109 8 16 1 1
72073708 8 16 1 1
65128940 8 16 1 2
72078744 8 16 1 2
68041486 8 17 0 0
68041395 8 18 1 0
65131186 8 18 0 1
72073785 8 18 0 1
65129062 8 18 0 2
72078866 8 18 0 2
68041514 8 19 0 0
68041322 8 22 1 0
68041396 8 24 1 0
65131692 8 25 0 1
72074291 8 25 0 1
68041707 8 26 0 0
68041811 8 26 1 0
68042947 8 26 0 0
68041479 8 27 1 0
65131145 8 28 1 1
72073744 8 28 1 1
65128340 8 28 1 2
72078144 8 28 1 2
68041487 8 29 0 0
68042302 8 29 0 0
65131004 8 29 0 1
72073603 8 29 0 1
65128584 8 29 0 2
72078388 8 29 0 2
68041397 8 30 1 0
68043001 8 31 1 0
65128550 8 31 1 2
72078354 8 31 1 2
68041708 8 32 0 0
65131242 8 33 0 1
72073841 8 33 0 1
65129063 8 33 0 2
72078867 8 33 0 2
68041515 8 34 0 0
65131016 8 34 1 1
72073615 8 34 1 1
68041398 8 36 1 0
68041323 8 37 1 0
68041709 8 38 0 0
65131626 8 38 1 1
72074225 8 38 1 1
65128341 8 38 1 2
72078145 8 38 1 2
68041474 8 39 1 0
65131056 8 40 0 1
65132102 8 40 1 1
72073655 8 40 0 1
72074701 8 40 1 1
65128262 8 40 0 2
72078066 8 40 0 2
68041488 8 41 0 0
68041813 8 41 1 0
68043047 8 41 0 0
65131612 8 41 0 1
72074211 8 41 0 1
65129127 8 41 0 2
72078931 8 41 0 2
68041399 8 42 1 0
65131740 8 42 0 1
72074339 8 42 0 1
65131192 8 43 1 1
72073791 8 43 1 1
65128342 8 43 1 2
72078146 8 43 1 2
68041710 8 44 0 0
68042303 8 44 0 0
68042959 8 46 1 0
65131076 8 46 1 1
72073675 8 46 1 1
65128942 8 46 1 2
72078746 8 46 1 2
68041400 8 48 1 0
65131231 8 48 0 1
72073830 8 48 0 1
65129064 8 48 0 2
72078868 8 48 0 2
68041516 8 49 0 0
68041711 8 50 0 0
68041475 8 51 1 0
68041324 8 52 1 0
68041489 8 53 0 0
68041401 8 54 1 0
68041712 8 56 0 0
68041815 8 56 1 0
68042937 8 56 0 0
65131182 8 58 1 1
72073781 8 58 1 1
65128343 8 58 1 2
72078147 8 58 1 2
68042304 8 59 0 0
65131027 8 59 0 1
72073626 8 59 0 1
65128551 8 59 1 2
65128585 8 59 0 2
72078355 8 59 1 2
72078389 8 59 0 2
68041402 9 0 1 0
68041713 9 1 0 0
68043011 9 1 1 0
68041476 9 2 1 0
65131043 9 2 1 1
72073642 9 2 1 1
68041490 9 3 0 0
68041517 9 3 0 0
65131167 9 3 0 1
72073766 9 3 0 1
65129065 9 3 0 2
72078869 9 3 0 2
68041403 9 6 1 0
68041714 9 6 0 0
68041325 9 7 1 0
68043035 9 9 0 0
65131595 9 9 1 1
72074194 9 9 1 1
65128294 9 9 1 2
65128344 9 9 1 2
72078098 9 9 1 2
72078148 9 9 1 2
68041715 9 10 0 0
65131088 9 10 0 1
65131984 9 10 1 1
72073687 9 10 0 1
72074583 9 10 1 1
65128263 9 10 0 2
72078067 9 10 0 2
68041817 9 11 1 0
68041404 9 12 1 0
68041491 9 12 0 0
65131577 9 12 0 1
72074176 9 12 0 1
65129128 9 12 0 2
72078932 9 12 0 2
68042305 9 13 0 0
68041472 9 14 1 0
68041518 9 14 0 0
65131239 9 14 1 1
72073838 9 14 1 1
65128345 9 14 1 2
72078149 9 14 1 2
68041716 9 15 0 0
68042966 9 16 1 0
65131101 9 17 1 1
72073700 9 17 1 1
65128943 9 17 1 2
72078747 9 17 1 2
68041405 9 18 1 0
68041717 9 21 0 0
65131159 9 21 0 1
72073758 9 21 0 1
65129066 9 21 0 2
72078870 9 21 0 2
68041326 9 22 1 0
68041406 9 24 1 0
68041492 9 24 0 0
68042927 9 24 0 0
68041473 9 26 1 0
68041819 9 26 1 0
68042306 9 26 0 0
68041718 9 27 0 0
68041519 9 29 0 0
65131267 9 29 1 1
65131933 9 29 0 1
72073866 9 29 1 1
72074532 9 29 0 1
65128346 9 29 1 2
65128552 9 29 1 2
72078150 9 29 1 2
72078356 9 29 1 2
68041407 9 30 1 0
68043008 9 31 1 0
68041719 9 33 0 0
68043036 9 34 0 0
65131000 9 35 1 1
72073599 9 35 1 1
68041493 9 36 0 0
68041551 9 36 1 0
68041327 9 37 1 0
65131024 9 37 0 1
72073623 9 37 0 1
65128586 9 37 0 2
72078390 9 37 0 2
68041720 9 39 0 0
65131585 9 39 1 1
72074184 9 39 1 1
65128347 9 39 1 2
72078151 9 39 1 2
65131209 9 40 0 1
65131892 9 40 1 1
72073808 9 40 0 1
72074491 9 40 1 1
65128295 9 40 1 2
65129067 9 40 0 2
72078099 9 40 1 2
72078871 9 40 0 2
68041572 9 41 1 0
68041821 9 41 1 0
68042307 9 41 0 0
65131111 9 41 0 1
72073710 9 41 0 1
65128264 9 41 0 2
72078068 9 41 0 2
68041520 9 42 0 0
65131637 9 43 0 1
72074236 9 43 0 1
65129129 9 43 0 2
72078933 9 43 0 2
68041624 9 44 0 0
65131155 9 44 1 1
72073754 9 44 1 1
65128348 9 44 1 2
72078152 9 44 1 2
68041754 9 45 0 0
65131923 9 45 0 1
72074522 9 45 0 1
65128522 9 45 0 2
72078326 9 45 0 2
68042967 9 46 1 0
68041408 9 48 1 0
65131059 9 48 1 1
72073658 9 48 1 1
65128944 9 48 1 2
72078748 9 48 1 2
68041623 9 51 0 0
68042941 9 51 0 0
68041328 9 52 1 0
68041573 9 53 1 0
68041753 9 56 0 0
68041823 9 56 1 0
68042308 9 56 0 0
65131199 9 57 0 1
72073798 9 57 0 1
65129068 9 57 0 2
72078872 9 57 0 2
68041521 9 59 0 0
65131255 9 59 1 1
72073854 9 59 1 1
65128349 9 59 1 2
65128553 9 59 1 2
72078153 9 59 1 2
72078357 9 59 1 2
68041409 10 0 1 0
65128619 10 0 0 2
72078423 10 0 0 2
68043010 10 1 1 0
68041612 10 3 0 0
68043034 10 4 0 0
68041574 10 5 1 0
65131002 10 5 1 1
72073601 10 5 1 1
68041329 10 7 1 0
65131028 10 7 0 1
72073627 10 7 0 1
65128588 10 7 0 2
72078392 10 7 0 2
68041773 10 9 0 0
65131627 10 9 1 1
72074226 10 9 1 1
65128350 10 9 1 2
72078154 10 9 1 2
65131759 10 10 1 1
72074358 10 10 1 1
68041825 10 11 1 0
68042309 10 11 0 0
65131084 10 11 0 1
72073683 10 11 0 1
65128265 10 11 0 2
72078069 10 11 0 2
68041410 10 12 1 0
65131136 10 12 0 1
72073735 10 12 0 1
65129069 10 12 0 2
72078873 10 12 0 2
65131618 10 13 0 1
72074217 10 13 0 1
65129130 10 13 0 2
72078934 10 13 0 2
68041522 10 14 0 0
65131206 10 14 1 1
72073805 10 14 1 1
65128351 10 14 1 2
72078155 10 14 1 2
68041654 10 15 0 0
68042960 10 16 1 0
68041575 10 17 1 0
65131090 10 18 1 1
72073689 10 18 1 1
65128945 10 18 1 2
72078749 10 18 1 2
68041721 10 21 0 0
68042942 10 21 0 0
68041330 10 22 1 0
68041411 10 24 1 0
68041827 10 26 1 0
68042310 10 26 0 0
68041625 10 27 0 0
65131141 10 27 0 1
72073740 10 27 0 1
65129070 10 27 0 2
72078874 10 27 0 2
68041523 10 29 0 0
68041576 10 29 1 0
65131245 10 29 1 1
72073844 10 29 1 1
65128352 10 29 1 2
65128555 10 29 1 2
72078156 10 29 1 2
72078359 10 29 1 2
65131684 10 30 0 1
72074283 10 30 0 1
68043003 10 31 1 0
68041722 10 33 0 0
68043042 10 34 0 0
65131017 10 35 1 1
72073616 10 35 1 1
68041412 10 36 1 0
68041331 10 37 1 0
65131049 10 37 0 1
72073648 10 37 0 1
65128589 10 37 0 2
72078393 10 37 0 2
68041626 10 39 0 0
65131593 10 39 1 1
72074192 10 39 1 1
65128353 10 39 1 2
72078157 10 39 1 2
65132106 10 40 1 1
72074705 10 40 1 1
68041577 10 41 1 0
68041829 10 41 1 0
68042311 10 41 0 0
65131104 10 41 0 1
72073703 10 41 0 1
65128266 10 41 0 2
72078070 10 41 0 2
65131188 10 42 0 1
72073787 10 42 0 1
65129071 10 42 0 2
72078875 10 42 0 2
65131581 10 43 0 1
72074180 10 43 0 1
65129131 10 43 0 2
72078935 10 43 0 2
68041524 10 44 0 0
65131139 10 44 1 1
72073738 10 44 1 1
65128354 10 44 1 2
72078158 10 44 1 2
68041723 10 45 0 0
65132462 10 45 0 1
72075061 10 45 0 1
68042968 10 46 1 0
68041413 10 48 1 0
65131114 10 48 1 1
72073713 10 48 1 1
65128947 10 48 1 2
72078751 10 48 1 2
68041627 10 51 0 0
68042948 10 51 0 0
68041332 10 52 1 0
68041578 10 53 1 0
68041831 10 56 1 0
68042312 10 56 0 0
68041724 10 57 0 0
65131175 10 57 0 1
72073774 10 57 0 1
65129072 10 57 0 2
72078876 10 57 0 2
68041525 10 59 0 0
65131165 10 59 1 1
72073764 10 59 1 1
65128355 10 59 1 2
72078159 10 59 1 2
68041414 11 0 1 0
68043002 11 1 1 0
68041628 11 3 0 0
68043046 11 4 0 0
68041579 11 5 1 0
65131014 11 5 1 1
72073613 11 5 1 1
65128556 11 5 1 2
72078360 11 5 1 2
68041333 11 7 1 0
65130993 11 7 0 1
72073592 11 7 0 1
65128590 11 7 0 2
72078394 11 7 0 2
68041725 11 9 0 0
65131582 11 9 1 1
72074181 11 9 1 1
65128300 11 9 1 2
65128356 11 9 1 2
72078104 11 9 1 2
72078160 11 9 1 2
65132005 11 10 1 1
72074604 11 10 1 1
68041833 11 11 1 0
68042313 11 11 0 0
65131066 11 11 0 1
72073665 11 11 0 1
65128267 11 11 0 2
